admcd	admnm	lon	lat
2915554500	광주광역시 남구 사직동	126.909	35.144
2915560500	광주광역시 남구 월산동	126.9	35.146
2915563000	광주광역시 남구 월산4동	126.891	35.146
2915564000	광주광역시 남구 월산5동	126.894	35.141
2915567000	광주광역시 남구 백운1동	126.906	35.14
2915568000	광주광역시 남구 백운2동	126.901	35.137
2915569000	광주광역시 남구 주월1동	126.896	35.128
2915570000	광주광역시 남구 주월2동	126.892	35.137
2915570500	광주광역시 남구 진월동	126.901	35.115
2915571000	광주광역시 남구 효덕동	126.901	35.103
2915572000	광주광역시 남구 송암동	126.874	35.106
2915573000	광주광역시 남구 대촌동	126.836	35.08
2917000000	광주광역시 북구	126.911	35.187
2917051000	광주광역시 북구 중흥1동	126.911	35.162
2917052000	광주광역시 북구 중흥2동	126.91	35.17
2917053000	광주광역시 북구 중흥3동	126.917	35.171
2917053500	광주광역시 북구 중흥동	126.912	35.171
2917055500	광주광역시 북구 중앙동	126.908	35.157
2917057000	광주광역시 북구 임동	126.894	35.163
2917058000	광주광역시 북구 신안동	126.899	35.168
2917059000	광주광역시 북구 용봉동	126.901	35.179
2917060100	광주광역시 북구 운암1동	126.874	35.176
2917060200	광주광역시 북구 운암2동	126.884	35.177
2917060300	광주광역시 북구 운암3동	126.876	35.184
2917061500	광주광역시 북구 동림동	126.862	35.182
2917062000	광주광역시 북구 우산동	126.922	35.174
2917063500	광주광역시 북구 풍향동	126.925	35.165
2917065000	광주광역시 북구 문화동	126.94	35.183
2917065600	광주광역시 북구 문흥1동	126.928	35.192
2917065700	광주광역시 북구 문흥2동	126.916	35.181
2917066100	광주광역시 북구 두암1동	126.928	35.169
2917066200	광주광역시 북구 두암2동	126.937	35.175
2917066300	광주광역시 북구 두암3동	126.94	35.165
2917066600	광주광역시 북구 삼각동	126.914	35.203
2917066900	광주광역시 북구 일곡동	126.895	35.211
2917067000	광주광역시 북구 서산동	126.914	35.203
2917067300	광주광역시 북구 매곡동	126.889	35.192
2917067600	광주광역시 북구 오치1동	126.913	35.189
2917067700	광주광역시 북구 오치2동	126.902	35.189
2917068500	광주광역시 북구 석곡동	126.985	35.177
2917069500	광주광역시 북구 건국동	126.886	35.233
2917069600	광주광역시 북구 양산동	126.874	35.202
2917069700	광주광역시 북구 신용동	126.864	35.214
2920000000	광주광역시 광산구	126.739	35.164
2920051500	광주광역시 광산구 송정1동	126.805	35.135
2920052500	광주광역시 광산구 송정2동	126.795	35.137
2920054000	광주광역시 광산구 도산동	126.792	35.118
2920055000	광주광역시 광산구 신흥동	126.815	35.131
2920056500	광주광역시 광산구 어룡동	126.765	35.162
2920058000	광주광역시 광산구 우산동	126.815	35.155
2920060000	광주광역시 광산구 월곡1동	126.814	35.168
2920061000	광주광역시 광산구 월곡2동	126.806	35.171
2920062000	광주광역시 광산구 비아동	126.821	35.215
2920062400	광주광역시 광산구 첨단1동	126.836	35.223
2920062500	광주광역시 광산구 비아첨단지소	126.836	35.223
2920062600	광주광역시 광산구 첨단2동	126.844	35.207
2920062700	광주광역시 광산구 첨단동	126.842	35.214
2920063000	광주광역시 광산구 신가동	126.834	35.184
2920063500	광주광역시 광산구 운남동	126.826	35.171
2920063700	광주광역시 광산구 수완동	126.821	35.191
2920064000	광주광역시 광산구 하남동	126.798	35.194
2920065000	광주광역시 광산구 임곡동	126.749	35.215
2920066000	광주광역시 광산구 동곡동	126.776	35.098
2920067000	광주광역시 광산구 평동	126.742	35.127
2920068000	광주광역시 광산구 삼도동	126.678	35.138
2920069000	광주광역시 광산구 본량동	126.703	35.189
2920070000	광주광역시 광산구 신창동	126.846	35.192
3000000000	대전광역시	127.397	36.337
3011000000	대전광역시 동구	127.469	36.314
3011051500	대전광역시 동구 중앙동	127.434	36.331
3011052000	대전광역시 동구 인동	127.441	36.323
3011053000	대전광역시 동구 효동	127.455	36.31
3011054000	대전광역시 동구 신흥동	127.441	36.323
3011054500	대전광역시 동구 신인동	127.441	36.323
3011055100	대전광역시 동구 판암1동	127.466	36.317
3011055200	대전광역시 동구 판암2동	127.455	36.321
3011056000	대전광역시 동구 용운동	127.462	36.333
3011057500	대전광역시 동구 대신동	127.44	36.33
3011058500	대전광역시 동구 대동	127.445	36.329
3011059000	대전광역시 동구 자양동	127.45	36.338
3011061000	대전광역시 동구 소제동	127.434	36.331
3011062000	대전광역시 동구 가양1동	127.443	36.343
3011063000	대전광역시 동구 가양2동	127.454	36.348
3011064000	대전광역시 동구 용전동	127.434	36.354
3011065000	대전광역시 동구 성남1동	127.433	36.344
3011066000	대전광역시 동구 성남2동	127.433	36.344
3011066500	대전광역시 동구 성남동	127.433	36.344
3011067000	대전광역시 동구 홍도동	127.426	36.348
3011068000	대전광역시 동구 삼성1동	127.425	36.339
3011069000	대전광역시 동구 삼성2동	127.425	36.339
3011069500	대전광역시 동구 삼성동	127.425	36.339
3011072500	대전광역시 동구 대청동	127.493	36.367
3011074000	대전광역시 동구 산내동	127.463	36.249
3014000000	대전광역시 중구	127.402	36.278
3014053500	대전광역시 중구 은행선화동	127.421	36.331
3014055000	대전광역시 중구 목동	127.41	36.333
3014056000	대전광역시 중구 중촌동	127.408	36.342
3014057500	대전광역시 중구 대흥동	127.424	36.323
3014060500	대전광역시 중구 문창동	127.436	36.318
3014062000	대전광역시 중구 석교동	127.441	36.302
3014063000	대전광역시 중구 대사동	127.422	36.309
3014064000	대전광역시 중구 부사동	127.433	36.312
3014065500	대전광역시 중구 용두동	127.406	36.33
3014067000	대전광역시 중구 오류동	127.405	36.326
3014068000	대전광역시 중구 태평1동	127.398	36.328
3014069000	대전광역시 중구 태평2동	127.392	36.325
3014070000	대전광역시 중구 유천1동	127.393	36.316
3014071000	대전광역시 중구 유천2동	127.4	36.318
3014072000	대전광역시 중구 문화1동	127.412	36.31
3014073000	대전광역시 중구 문화2동	127.402	36.308
3014074000	대전광역시 중구 산성동	127.41	36.261
3017000000	대전광역시 서구	127.341	36.279
3017051000	대전광역시 서구 복수동	127.377	36.302
3017052000	대전광역시 서구 도마1동	127.382	36.319
3017053000	대전광역시 서구 도마2동	127.365	36.321
3017053500	대전광역시 서구 정림동	127.366	36.292
3017054000	대전광역시 서구 변동	127.38	36.328
3017055000	대전광역시 서구 용문동	127.396	36.338
3017055500	대전광역시 서구 탄방동	127.39	36.344
3017056000	대전광역시 서구 괴정동	127.379	36.338
3017057000	대전광역시 서구 가장동	127.389	36.331
3017057500	대전광역시 서구 내동	127.378	36.334
3017058100	대전광역시 서구 갈마1동	127.366	36.348
3017058200	대전광역시 서구 갈마2동	127.374	36.347
3017058600	대전광역시 서구 월평1동	127.356	36.343
3017058700	대전광역시 서구 월평2동	127.377	36.361
3017058800	대전광역시 서구 월평3동	127.367	36.361
3017059000	대전광역시 서구 가수원동	127.353	36.304
3017059300	대전광역시 서구 도안동	127.348	36.318
3017059500	대전광역시 서구 관저동	127.339	36.308
3017059600	대전광역시 서구 관저1동	127.339	36.308
3017059700	대전광역시 서구 관저2동	127.333	36.291
3017060000	대전광역시 서구 기성동	127.324	36.235
3017061000	대전광역시 서구 삼천동	127.399	36.353
3017063000	대전광역시 서구 둔산1동	127.39	36.353
3017064000	대전광역시 서구 둔산2동	127.379	36.355
3017065000	대전광역시 서구 만년동	127.383	36.369
3017066000	대전광역시 서구 둔산3동	127.399	36.353
3020000000	대전광역시 유성구	127.345	36.382
3020052000	대전광역시 유성구 진잠동	127.296	36.305
3020052600	대전광역시 유성구 학하동	127.296	36.342
3020052700	대전광역시 유성구 상대동	127.328	36.34
3020053000	대전광역시 유성구 온천1동	127.309	36.349
3020054000	대전광역시 유성구 온천2동	127.352	36.369
3020054500	대전광역시 유성구 노은동	127.305	36.37
3020054600	대전광역시 유성구 노은1동	127.305	36.37
3020054700	대전광역시 유성구 노은2동	127.321	36.39
3020054800	대전광역시 유성구 노은3동	127.308	36.387
3020055000	대전광역시 유성구 신성동	127.356	36.404
3020057000	대전광역시 유성구 전민동	127.396	36.394
3020058000	대전광역시 유성구 구즉동	127.379	36.461
3020059000	대전광역시 유성구 관평테크노동	127.397	36.423
3020060000	대전광역시 유성구 관평동	127.397	36.423
3020061000	대전광역시 유성구 원신흥동	127.338	36.343
3023000000	대전광역시 대덕구	127.442	36.411
3023051000	대전광역시 대덕구 오정동	127.416	36.354
3023052000	대전광역시 대덕구 대화동	127.407	36.37
3023052500	대전광역시 대덕구 회덕동	127.434	36.399
3023053000	대전광역시 대덕구 회덕1동	127.434	36.399
3023053300	대전광역시 대덕구 비래동	127.454	36.366
3023054000	대전광역시 대덕구 회덕2동	127.454	36.366
3023054300	대전광역시 대덕구 송촌동	127.443	36.364
3023054600	대전광역시 대덕구 중리동	127.427	36.361
3023055000	대전광역시 대덕구 신탄진동	127.462	36.441
3023056000	대전광역시 대덕구 석봉동	127.423	36.45
3023057000	대전광역시 대덕구 덕암동	127.429	36.431
3023058000	대전광역시 대덕구 목상동	127.404	36.439
3023060000	대전광역시 대덕구 법1동	127.426	36.371
3023061000	대전광역시 대덕구 법2동	127.436	36.374
3100000000	울산광역시	129.275	35.538
3111000000	울산광역시 중구	129.307	35.571
3111051000	울산광역시 중구 학성동	129.336	35.555
3111052000	울산광역시 중구 반구1동	129.346	35.555
3111053000	울산광역시 중구 반구2동	129.339	35.562
3111054000	울산광역시 중구 복산1동	129.325	35.565
3111055000	울산광역시 중구 복산2동	129.332	35.565
3111055500	울산광역시 중구 복산동	129.328	35.565
3111056000	울산광역시 중구 북정동	129.312	35.576
3111057000	울산광역시 중구 옥교동	129.327	35.555
3111058000	울산광역시 중구 성남동	129.322	35.556
3111058500	울산광역시 중구 중앙동	129.322	35.556
3111059000	울산광역시 중구 우정동	129.309	35.563
3111060000	울산광역시 중구 태화동	129.297	35.562
3111061000	울산광역시 중구 다운동	129.27	35.568
3111062000	울산광역시 중구 병영1동	129.348	35.568
3111063000	울산광역시 중구 병영2동	129.339	35.585
3111064000	울산광역시 중구 약사동	129.331	35.581
3111065000	울산광역시 중구 성안동	129.306	35.578
3114000000	울산광역시 남구	129.34	35.507
3114051000	울산광역시 남구 신정1동	129.302	35.545
3114052000	울산광역시 남구 신정2동	129.303	35.529
3114053000	울산광역시 남구 신정3동	129.314	35.545
3114054000	울산광역시 남구 신정4동	129.315	35.528
3114055000	울산광역시 남구 신정5동	129.321	35.546
3114056000	울산광역시 남구 달동	129.321	35.536
3114057000	울산광역시 남구 삼산동	129.344	35.541
3114058000	울산광역시 남구 무거1동	129.255	35.544
3114058500	울산광역시 남구 삼호동	129.276	35.549
3114059000	울산광역시 남구 무거2동	129.255	35.544
3114059500	울산광역시 남구 무거동	129.255	35.544
3114060000	울산광역시 남구 옥동	129.29	35.521
3114061500	울산광역시 남구 야음1장생포동	129.359	35.522
3114062000	울산광역시 남구 야음2동	129.327	35.526
3114062500	울산광역시 남구 대현동	129.327	35.526
3114063000	울산광역시 남구 야음3동	129.318	35.524
3114063500	울산광역시 남구 수암동	129.319	35.524
3114064000	울산광역시 남구 선암동	129.354	35.489
3114067000	울산광역시 남구 야음장생포동	129.359	35.522
3117000000	울산광역시 동구	129.425	35.522
3117051000	울산광역시 동구 방어동	129.419	35.487
3117052000	울산광역시 동구 일산동	129.43	35.496
3117053000	울산광역시 동구 화정동	129.421	35.494
3117054000	울산광역시 동구 대송동	129.405	35.508
3117055000	울산광역시 동구 전하1동	129.436	35.527
3117056000	울산광역시 동구 전하2동	129.425	35.509
3117057000	울산광역시 동구 전하3동	129.425	35.509
3117058000	울산광역시 동구 남목1동	129.415	35.537
3117059000	울산광역시 동구 남목2동	129.422	35.529
3117060000	울산광역시 동구 남목3동	129.435	35.554
3120000000	울산광역시 북구	129.398	35.598
3120051000	울산광역시 북구 농소1동	129.365	35.636
3120052000	울산광역시 북구 농소2동	129.352	35.656
3120053000	울산광역시 북구 농소3동	129.322	35.629
3120054000	울산광역시 북구 강동동	129.42	35.616
3120056000	울산광역시 북구 효문동	129.371	35.564
3120057000	울산광역시 북구 송정동	129.373	35.594
3120058000	울산광역시 북구 양정동	129.386	35.55
3120059000	울산광역시 북구 염포동	129.398	35.538
3171000000	울산광역시 울주군	129.141	35.527
3171025000	울산광역시 울주군 온산읍	129.327	35.432
3171025300	울산광역시 울주군 언양읍	129.158	35.585
3171025600	울산광역시 울주군 온양읍	129.26	35.419
3171025900	울산광역시 울주군 범서읍	129.246	35.597
3171026200	울산광역시 울주군 청량읍	129.27	35.494
3171026500	울산광역시 울주군 삼남읍	129.089	35.531
3171031000	울산광역시 울주군 서생면	129.319	35.367
3171033000	울산광역시 울주군 청량면	129.27	35.494
3171034000	울산광역시 울주군 웅촌면	129.203	35.472
3171036000	울산광역시 울주군 두동면	129.22	35.664
3171037000	울산광역시 울주군 두서면	129.144	35.667
3171038000	울산광역시 울주군 상북면	129.064	35.608
3171039000	울산광역시 울주군 삼남면	129.089	35.531
3171040000	울산광역시 울주군 삼동면	129.146	35.501
3600000000	세종특별자치시	127.257	36.505
3611000000	세종특별자치시	127.257	36.505
3611025000	세종특별자치시 조치원읍	127.286	36.608
3611031000	세종특별자치시 연기면	127.294	36.508
3611032000	세종특별자치시 연동면	127.327	36.551
3611033000	세종특별자치시 부강면	127.383	36.529
3611034000	세종특별자치시 금남면	127.314	36.463
3611035000	세종특별자치시 장군면	127.201	36.507
3611036000	세종특별자치시 연서면	127.24	36.584
3611037000	세종특별자치시 전의면	127.18	36.655
3611038000	세종특별자치시 전동면	127.249	36.656
3611039000	세종특별자치시 소정면	127.169	36.711
3611051000	세종특별자치시 한솔동	127.257	36.482
3611051500	세종특별자치시 새롬동	127.253	36.49
3611051800	세종특별자치시 세종특별자치시 나성동	127.285	36.495
3611052000	세종특별자치시 도담동	127.262	36.516
3611052300	세종특별자치시 세종특별자치시 어진동	127.264	36.501
3611052500	세종특별자치시 해밀동	127.257	36.532
3611053000	세종특별자치시 아름동	127.251	36.517
3611054000	세종특별자치시 종촌동	127.247	36.505
3611055000	세종특별자치시 고운동	127.233	36.517
3611055500	세종특별자치시 소담동	127.308	36.49
3611055600	세종특별자치시 반곡동	127.319	36.496
3611056000	세종특별자치시 보람동	127.291	36.478
3611057000	세종특별자치시 대평동	127.275	36.471
3611058000	세종특별자치시  다정동	127.247	36.494
4100000000	경기도	127.464	37.45
4111100000	경기도 수원시 장안구	127.004	37.318
4111153000	경기도 수원시 장안구 신안동	127.015	37.28
4111154000	경기도 수원시 장안구 화서1동	127.002	37.28
4111155000	경기도 수원시 장안구 화서2동	126.991	37.283
4111156000	경기도 수원시 장안구 파장동	126.988	37.321
4111156600	경기도 수원시 장안구 율천동	126.968	37.301
4111157100	경기도 수원시 장안구 정자1동	126.988	37.306
4111157200	경기도 수원시 장안구 정자2동	126.998	37.292
4111157300	경기도 수원시 장안구 정자3동	126.988	37.298
4111158000	경기도 수원시 장안구 영화동	127.014	37.292
4111159100	경기도 수원시 장안구 송죽동	127.003	37.307
4111159600	경기도 수원시 장안구 조원동	127.016	37.3
4111159700	경기도 수원시 장안구 조원1동	127.016	37.3
4111159800	경기도 수원시 장안구 조원2동	127.015	37.309
4111160000	경기도 수원시 장안구 연무동	127.023	37.319
4111300000	경기도 수원시 권선구	126.965	37.264
4111351000	경기도 수원시 권선구 매교동	127.015	37.27
4111352000	경기도 수원시 권선구 세류1동	127.006	37.261
4111353000	경기도 수원시 권선구 세류2동	127.01	37.244
4111354000	경기도 수원시 권선구 세류3동	127.013	37.26
4111355000	경기도 수원시 권선구 평동	126.979	37.246
4111356000	경기도 수원시 권선구 서둔동	126.981	37.27
4111357000	경기도 수원시 권선구 매산동	127.009	37.27
4111358000	경기도 수원시 권선구 고등동	127.002	37.275
4111361500	경기도 수원시 권선구 권선동	127.024	37.258
4111361600	경기도 수원시 권선구 권선1동	127.024	37.258
4111361700	경기도 수원시 권선구 권선2동	127.025	37.245
4111362000	경기도 수원시 권선구 곡선동	127.032	37.239
4111363000	경기도 수원시 권선구 구운동	126.97	37.281
4111363500	경기도 수원시 권선구 금호동	126.948	37.268
4111364000	경기도 수원시 권선구 입북동	126.95	37.29
4111365000	경기도 수원시 권선구 구운동	126.97	37.281
4111366000	경기도 수원시 권선구 금호동	126.948	37.268
4111366200	경기도 수원시 권선구 금곡동	126.948	37.274
4111366400	경기도 수원시 권선구 호매실동	126.956	37.263
4111367000	경기도 수원시 권선구 권선1동	127.024	37.258
4111368000	경기도 수원시 권선구 권선2동	127.025	37.245
4111369000	경기도 수원시 권선구 곡선동	127.032	37.239
4111370000	경기도 수원시 권선구 입북동	126.95	37.29
4111500000	경기도 수원시 팔달구	127.016	37.275
4111551000	경기도 수원시 팔달구 팔달동	127.015	37.28
4111552000	경기도 수원시 팔달구 남향동	127.015	37.28
4111553000	경기도 수원시 팔달구 지동	127.026	37.282
4111554100	경기도 수원시 팔달구 우만1동	127.033	37.286
4111554200	경기도 수원시 팔달구 우만2동	127.038	37.28
4111555000	경기도 수원시 팔달구 이의동	127.047	37.29
4111556000	경기도 수원시 팔달구 인계동	127.026	37.267
4111557000	경기도 수원시 팔달구 매탄1동	127.04	37.271
4111558000	경기도 수원시 팔달구 매탄2동	127.051	37.27
4111559000	경기도 수원시 팔달구 매탄3동	127.05	37.257
4111559100	경기도 수원시 팔달구 매탄4동	127.05	37.266
4111559500	경기도 수원시 팔달구 태장동	127.051	37.238
4111560000	경기도 수원시 팔달구 원천동	127.061	37.272
4111562000	경기도 수원시 팔달구 영통1동	127.074	37.259
4111563000	경기도 수원시 팔달구 영통2동	127.066	37.251
4111564000	경기도 수원시 팔달구 신안동	127.015	37.28
4111565000	경기도 수원시 팔달구 매교동	127.015	37.27
4111566000	경기도 수원시 팔달구 매산동	127.009	37.27
4111567000	경기도 수원시 팔달구 고등동	127.002	37.275
4111568000	경기도 수원시 팔달구 화서1동	127.001	37.28
4111569000	경기도 수원시 팔달구 화서2동	126.991	37.283
4111570000	경기도 수원시 팔달구 지동	127.026	37.282
4111571000	경기도 수원시 팔달구 우만1동	127.033	37.286
4111572000	경기도 수원시 팔달구 우만2동	127.038	37.28
4111573000	경기도 수원시 팔달구 인계동	127.026	37.267
4111574000	경기도 수원시 팔달구 행궁동	127.015	37.28
4111700000	경기도 수원시 영통구	127.056	37.277
4111751000	경기도 수원시 영통구 매탄1동	127.04	37.271
4111752000	경기도 수원시 영통구 매탄2동	127.051	37.27
4111753000	경기도 수원시 영통구 매탄3동	127.05	37.257
4111754000	경기도 수원시 영통구 매탄4동	127.05	37.266
4111755000	경기도 수원시 영통구 원천동	127.061	37.272
4111756000	경기도 수원시 영통구 이의동	127.061	37.272
4111756500	경기도 수원시 영통구 광교동	127.047	37.29
4111757000	경기도 수원시 영통구 영통1동	127.074	37.259
4111758000	경기도 수원시 영통구 영통2동	127.066	37.251
4111758500	경기도 수원시 영통구 영통3동	127.072	37.251
4111759000	경기도 수원시 영통구 태장동	127.054	37.242
4111759300	경기도 수원시 영통구 망포1동	127.057	37.239
4111759600	경기도 수원시 영통구 망포2동	127.048	37.24
4111760000	경기도 수원시 영통구 광교1동	127.047	37.29
4111761000	경기도 수원시 영통구 광교2동	127.07	37.292
4113100000	경기도 성남시 수정구	127.105	37.436
4113151000	경기도 성남시 수정구 신흥1동	127.14	37.441
4113152000	경기도 성남시 수정구 신흥2동	127.148	37.45
4113153000	경기도 성남시 수정구 신흥3동	127.147	37.443
4113154000	경기도 성남시 수정구 태평1동	127.123	37.446
4113155000	경기도 성남시 수정구 태평2동	127.136	37.448
4113156000	경기도 성남시 수정구 태평3동	127.132	37.446
4113156100	경기도 성남시 수정구 태평4동	127.141	37.448
4113157000	경기도 성남시 수정구 수진1동	127.136	37.438
4113158000	경기도 성남시 수정구 수진2동	127.126	37.437
4113159000	경기도 성남시 수정구 단대동	127.158	37.455
4113160000	경기도 성남시 수정구 산성동	127.153	37.457
4113161000	경기도 성남시 수정구 양지동	127.165	37.463
4113162000	경기도 성남시 수정구 복정동	127.135	37.462
4113162500	경기도 성남시 수정구 위례동	127.153	37.472
4113163000	경기도 성남시 수정구 신촌동	127.103	37.451
4113164000	경기도 성남시 수정구 고등동	127.092	37.429
4113165000	경기도 성남시 수정구 시흥동	127.083	37.413
4113300000	경기도 성남시 중원구	127.17	37.44
4113351000	경기도 성남시 중원구 성남동	127.131	37.431
4113352000	경기도 성남시 중원구 중동	127.152	37.44
4113352500	경기도 성남시 중원구 중앙동	127.152	37.44
4113353000	경기도 성남시 중원구 금광1동	127.166	37.444
4113354000	경기도 성남시 중원구 금광2동	127.168	37.45
4113355000	경기도 성남시 중원구 은행1동	127.167	37.452
4113356000	경기도 성남시 중원구 은행2동	127.176	37.463
4113357000	경기도 성남시 중원구 상대원1동	127.182	37.442
4113358000	경기도 성남시 중원구 상대원2동	127.157	37.435
4113359000	경기도 성남시 중원구 상대원3동	127.163	37.439
4113366000	경기도 성남시 중원구 하대원동	127.15	37.429
4113367000	경기도 성남시 중원구 도촌동	127.153	37.419
4113500000	경기도 성남시 분당구	127.094	37.375
4113551000	경기도 성남시 분당구 분당동	127.144	37.369
4113552000	경기도 성남시 분당구 수내1동	127.115	37.379
4113553000	경기도 성남시 분당구 수내2동	127.126	37.375
4113554000	경기도 성남시 분당구 수내3동	127.129	37.365
4113554500	경기도 성남시 분당구 정자동	127.111	37.361
4113555000	경기도 성남시 분당구 정자1동	127.106	37.363
4113556000	경기도 성남시 분당구 정자2동	127.118	37.368
4113557000	경기도 성남시 분당구 정자3동	127.122	37.358
4113558000	경기도 성남시 분당구 서현1동	127.148	37.385
4113559000	경기도 성남시 분당구 서현2동	127.137	37.375
4113560000	경기도 성남시 분당구 이매1동	127.135	37.396
4113561000	경기도 성남시 분당구 이매2동	127.122	37.398
4113562000	경기도 성남시 분당구 야탑1동	127.126	37.413
4113563000	경기도 성남시 분당구 야탑2동	127.127	37.408
4113564000	경기도 성남시 분당구 야탑3동	127.15	37.406
4113565000	경기도 성남시 분당구 판교동	127.094	37.389
4113565500	경기도 성남시 분당구 삼평동	127.11	37.401
4113565700	경기도 성남시 분당구 백현동	127.109	37.386
4113566000	경기도 성남시 분당구 금곡동	127.095	37.362
4113566100	경기도 성남시 분당구 금곡1동	127.095	37.362
4113566200	경기도 성남시 분당구 금곡동	127.095	37.362
4113566400	경기도 성남시 분당구 금곡2동	127.085	37.354
4113566500	경기도 성남시 분당구 구미1동	127.085	37.354
4113567000	경기도 성남시 분당구 구미동	127.123	37.343
4113568000	경기도 성남시 분당구 운중동	127.054	37.379
4115000000	경기도 의정부시	127.066	37.733
4115051000	경기도 의정부시 의정부1동	127.048	37.748
4115052000	경기도 의정부시 의정부2동	127.037	37.737
4115053000	경기도 의정부시 의정부3동	127.05	37.733
4115054500	경기도 의정부시 호원1동	127.036	37.709
4115055000	경기도 의정부시 호원동	127.036	37.709
4115055500	경기도 의정부시 호원2동	127.031	37.72
4115056100	경기도 의정부시 장암동	127.065	37.707
4115056700	경기도 의정부시 신곡1동	127.063	37.731
4115056800	경기도 의정부시 신곡2동	127.068	37.745
4115057000	경기도 의정부시 송산동	127.1	37.727
4115057300	경기도 의정부시 송산1동	127.1	37.727
4115057600	경기도 의정부시 송산2동	127.113	37.751
4115057800	경기도 의정부시 송산3동	127.123	37.756
4115058000	경기도 의정부시 자금동	127.081	37.762
4115059000	경기도 의정부시 가능1동	127.023	37.753
4115059500	경기도 의정부시 가능동	127.023	37.753
4115060000	경기도 의정부시 가능2동	127.035	37.743
4115061000	경기도 의정부시 가능3동	127.016	37.734
4115061500	경기도 의정부시 흥선동	127.017	37.735
4115062000	경기도 의정부시 녹양동	127.031	37.761
4115063000	경기도 의정부시 고산동	127.106	37.724
4117100000	경기도 안양시 만안구	126.903	37.404
4117151000	경기도 안양시 만안구 안양1동	126.925	37.399
4117152000	경기도 안양시 만안구 안양2동	126.92	37.41
4117153000	경기도 안양시 만안구 안양3동	126.91	37.397
4117154000	경기도 안양시 만안구 안양4동	126.919	37.397
4117155000	경기도 안양시 만안구 안양5동	126.922	37.392
4117156000	경기도 안양시 만안구 안양6동	126.925	37.386
4117157000	경기도 안양시 만안구 안양7동	126.938	37.387
4117158000	경기도 안양시 만안구 안양8동	126.93	37.381
4117158100	경기도 안양시 만안구 안양9동	126.904	37.376
4117159000	경기도 안양시 만안구 석수1동	126.926	37.432
4117160000	경기도 안양시 만안구 석수2동	126.9	37.422
4117161000	경기도 안양시 만안구 석수3동	126.897	37.41
4117161100	경기도 안양시 만안구 충훈동	126.897	37.41
4117162100	경기도 안양시 만안구 박달1동	126.909	37.404
4117163000	경기도 안양시 만안구 박달2동	126.891	37.397
4117300000	경기도 안양시 동안구	126.955	37.401
4117351000	경기도 안양시 동안구 비산1동	126.934	37.406
4117352000	경기도 안양시 동안구 비산2동	126.938	37.396
4117353000	경기도 안양시 동안구 비산3동	126.951	37.42
4117354000	경기도 안양시 동안구 부흥동	126.946	37.394
4117354600	경기도 안양시 동안구 달안동	126.951	37.396
4117355000	경기도 안양시 동안구 관양1동	126.966	37.414
4117355200	경기도 안양시 동안구 관양동	126.966	37.416
4117355900	경기도 안양시 동안구 인덕원동	126.972	37.398
4117356000	경기도 안양시 동안구 관양2동	126.972	37.398
4117356600	경기도 안양시 동안구 부림동	126.958	37.396
4117357000	경기도 안양시 동안구 평촌동	126.976	37.392
4117357600	경기도 안양시 동안구 평안동	126.963	37.391
4117357800	경기도 안양시 동안구 귀인동	126.966	37.384
4117358000	경기도 안양시 동안구 호계1동	126.954	37.373
4117359000	경기도 안양시 동안구 호계2동	126.946	37.383
4117360000	경기도 안양시 동안구 호계3동	126.958	37.367
4117361000	경기도 안양시 동안구 범계동	126.954	37.388
4117362000	경기도 안양시 동안구 신촌동	126.958	37.381
4117363000	경기도 안양시 동안구 갈산동	126.964	37.377
4119000000	경기도 부천시	126.783	37.506
4119051000	경기도 부천시 심곡2동	126.783	37.487
4119052000	경기도 부천시 심곡1동	126.783	37.494
4119053000	경기도 부천시 심곡3동	126.775	37.489
4119054000	경기도 부천시 원미2동	126.792	37.49
4119055000	경기도 부천시 소사동	126.795	37.486
4119056000	경기도 부천시 원미1동	126.794	37.496
4119057000	경기도 부천시 역곡1동	126.812	37.492
4119058000	경기도 부천시 역곡2동	126.804	37.488
4119059000	경기도 부천시 춘의동	126.802	37.502
4119060000	경기도 부천시 도당동	126.782	37.514
4119060300	경기도 부천시 심곡동	126.784	37.49
4119060600	경기도 부천시 부천동	126.802	37.502
4119061000	경기도 부천시 중동	126.768	37.491
4119062000	경기도 부천시 상동	126.76	37.492
4119063000	경기도 부천시 상1동	126.751	37.493
4119064000	경기도 부천시 중4동	126.762	37.51
4119065000	경기도 부천시 약대동	126.771	37.512
4119066000	경기도 부천시 중1동	126.767	37.5
4119067000	경기도 부천시 중2동	126.78	37.498
4119068000	경기도 부천시 중3동	126.773	37.508
4119069000	경기도 부천시 상2동	126.745	37.497
4119070000	경기도 부천시 상3동	126.812	37.492
4119071000	경기도 부천시 심곡본동	126.783	37.478
4119072000	경기도 부천시 심곡본1동	126.776	37.478
4119073000	경기도 부천시 송내1동	126.76	37.482
4119074000	경기도 부천시 송내2동	126.769	37.479
4119074200	경기도 부천시 신중동	126.77	37.504
4119074400	경기도 부천시 상동	126.751	37.503
4119074600	경기도 부천시 대산동	126.772	37.48
4119075000	경기도 부천시 소사본동	126.79	37.473
4119076000	경기도 부천시 소사본3동	126.8	37.471
4119077000	경기도 부천시 괴안동	126.807	37.479
4119078000	경기도 부천시 범박동	126.817	37.467
4119079000	경기도 부천시 역곡3동	126.816	37.478
4119079500	경기도 부천시 범안동	126.819	37.475
4119080000	경기도 부천시 성곡동	126.807	37.514
4119081000	경기도 부천시 고강본동	126.822	37.53
4119082000	경기도 부천시 고강1동	126.813	37.532
