admcd	admnm	lon	lat
4413135000	충청남도 천안시 동남구 수신면	127.289	36.724
4413136000	충청남도 천안시 동남구 병천면	127.304	36.792
4413137000	충청남도 천안시 동남구 동면	127.362	36.784
4413151000	충청남도 천안시 동남구 중앙동	127.15	36.804
4413152000	충청남도 천안시 동남구 문성동	127.153	36.812
4413153000	충청남도 천안시 동남구 원성1동	127.185	36.817
4413154000	충청남도 천안시 동남구 원성2동	127.159	36.802
4413155000	충청남도 천안시 동남구 봉명동	127.137	36.809
4413156000	충청남도 천안시 동남구 일봉동	127.142	36.793
4413157000	충청남도 천안시 동남구 신방동	127.129	36.779
4413158000	충청남도 천안시 동남구 청룡동	127.164	36.78
4413159000	충청남도 천안시 동남구 신안동	127.18	36.833
4413300000	충청남도 천안시 서북구	127.169	36.878
4413325000	충청남도 천안시 서북구 성환읍	127.124	36.93
4413325300	충청남도 천안시 서북구 성거읍	127.191	36.877
4413325600	충청남도 천안시 서북구 직산읍	127.151	36.89
4413331000	충청남도 천안시 서북구 입장면	127.227	36.914
4413351000	충청남도 천안시 서북구 성정1동	127.143	36.811
4413352000	충청남도 천안시 서북구 성정2동	127.14	36.824
4413353000	충청남도 천안시 서북구 쌍용1동	127.129	36.802
4413354000	충청남도 천안시 서북구 쌍용2동	127.119	36.793
4413355000	충청남도 천안시 서북구 쌍용3동	127.122	36.809
4413356000	충청남도 천안시 서북구 백석동	127.114	36.827
4413356500	충청남도 천안시 서북구 불당동	127.107	36.809
4413356600	충청남도 천안시 서북구 불당1동	127.112	36.806
4413356700	충청남도 천안시 서북구 불당2동	127.103	36.813
4413357000	충청남도 천안시 서북구 부성동	127.139	36.846
4413358000	충청남도 천안시 서북구 부성1동	127.156	36.847
4413359000	충청남도 천안시 서북구 부성2동	127.122	36.843
4415000000	충청남도 공주시	127.043	36.478
4415025000	충청남도 공주시 유구읍	126.982	36.604
4415031000	충청남도 공주시 이인면	127.074	36.374
4415032000	충청남도 공주시 탄천면	127.031	36.333
4415033000	충청남도 공주시 계룡면	127.159	36.365
4415034000	충청남도 공주시 반포면	127.243	36.384
4415035000	충청남도 공주시 장기면	127.201	36.507
4415036000	충청남도 공주시 의당면	127.155	36.545
4415037000	충청남도 공주시 정안면	127.112	36.591
4415038000	충청남도 공주시 우성면	127.076	36.477
4415039000	충청남도 공주시 사곡면	127.038	36.535
4415040000	충청남도 공주시 신풍면	126.943	36.507
4415051000	충청남도 공주시 중학동	127.122	36.449
4415053000	충청남도 공주시 산성동	127.106	36.456
4415054000	충청남도 공주시 웅진동	127.106	36.456
4415055000	충청남도 공주시 금학동	127.107	36.421
4415056000	충청남도 공주시 옥룡동	127.167	36.438
4415057000	충청남도 공주시 신관동	127.119	36.479
4415059000	충청남도 공주시 월송동	127.171	36.469
4418000000	충청남도 보령시	126.632	36.351
4418025000	충청남도 보령시 웅천읍	126.581	36.242
4418031000	충청남도 보령시 주포면	126.58	36.41
4418032000	충청남도 보령시 오천면	126.53	36.423
4418032500	충청남도 보령시 오천면어항출장소	126.509	36.327
4418032700	충청남도 보령시 오천면원산도출장	126.433	36.382
4418032800	충청남도 보령시 원산도출장소	126.432	36.38
4418032900	충청남도 보령시 원산출장소	126.432	36.38
4418033000	충청남도 보령시 천북면	126.538	36.48
4418034000	충청남도 보령시 청소면	126.606	36.455
4418035000	충청남도 보령시 청라면	126.651	36.406
4418036000	충청남도 보령시 남포면	126.58	36.291
4418038000	충청남도 보령시 주산면	126.63	36.211
4418039000	충청남도 보령시 미산면	126.692	36.245
4418040000	충청남도 보령시 성주면	126.658	36.324
4418041000	충청남도 보령시 주교면	126.562	36.378
4418051500	충청남도 보령시 대천1동	126.604	36.364
4418052500	충청남도 보령시 대천2동	126.574	36.356
4418053500	충청남도 보령시 대천3동	126.626	36.359
4418054500	충청남도 보령시 대천4동	126.614	36.332
4418056500	충청남도 보령시 대천5동	126.528	36.319
4420000000	충청남도 아산시	126.978	36.794
4420025000	충청남도 아산시 염치읍	126.976	36.825
4420025300	충청남도 아산시 배방읍	127.066	36.752
4420031000	충청남도 아산시 송악면	127.0	36.697
4420032000	충청남도 아산시 배방면	127.066	36.752
4420033000	충청남도 아산시 탕정면	127.072	36.808
4420035000	충청남도 아산시 음봉면	127.047	36.866
4420036000	충청남도 아산시 둔포면	127.045	36.907
4420037000	충청남도 아산시 영인면	126.972	36.885
4420038000	충청남도 아산시 인주면	126.885	36.862
4420039000	충청남도 아산시 선장면	126.882	36.791
4420040000	충청남도 아산시 도고면	126.903	36.737
4420041000	충청남도 아산시 신창면	126.944	36.782
4420051500	충청남도 아산시 온양온천1동	127.001	36.789
4420052500	충청남도 아산시 온양온천2동	127.003	36.779
4420053000	충청남도 아산시 권곡동	127.021	36.786
4420054000	충청남도 아산시 신정동	126.979	36.782
4420055000	충청남도 아산시 용화동	126.979	36.756
4420056000	충청남도 아산시 온주동	127.015	36.76
4420057000	충청남도 아산시 온양1동	127.001	36.789
4420058000	충청남도 아산시 온양2동	127.003	36.779
4420059000	충청남도 아산시 온양3동	127.021	36.786
4420060000	충청남도 아산시 온양4동	126.979	36.782
4420061000	충청남도 아산시 온양5동	126.979	36.756
4420062000	충청남도 아산시 온양6동	127.015	36.76
4421000000	충청남도 서산시	126.485	36.811
4421025000	충청남도 서산시 대산읍	126.406	36.965
4421031000	충청남도 서산시 인지면	126.421	36.747
4421032000	충청남도 서산시 부석면	126.399	36.684
4421033000	충청남도 서산시 팔봉면	126.369	36.814
4421034000	충청남도 서산시 지곡면	126.424	36.88
4421036000	충청남도 서산시 성연면	126.455	36.838
4421037000	충청남도 서산시 음암면	126.516	36.792
4421038000	충청남도 서산시 운산면	126.594	36.777
4421039000	충청남도 서산시 해미면	126.531	36.712
4421040000	충청남도 서산시 고북면	126.519	36.669
4421051000	충청남도 서산시 부춘동	126.434	36.791
4421052000	충청남도 서산시 동문동	126.469	36.795
4421052500	충청남도 서산시 동문1동	126.469	36.795
4421053000	충청남도 서산시 활성동	126.461	36.78
4421053500	충청남도 서산시 동문2동	126.461	36.78
4421054000	충청남도 서산시 수석동	126.482	36.766
4421055000	충청남도 서산시 석남동	126.47	36.745
4423000000	충청남도 논산시	127.16	36.201
4423025000	충청남도 논산시 강경읍	127.016	36.152
4423025300	충청남도 논산시 연무읍	127.104	36.108
4423031000	충청남도 논산시 성동면	127.026	36.199
4423032000	충청남도 논산시 광석면	127.085	36.243
4423033000	충청남도 논산시 노성면	127.098	36.289
4423034000	충청남도 논산시 상월면	127.17	36.285
4423035000	충청남도 논산시 부적면	127.148	36.206
4423036000	충청남도 논산시 연산면	127.193	36.228
4423037000	충청남도 논산시 두마면	127.261	36.254
4423037500	충청남도 논산시 두마면남선출장소	127.231	36.32
4423038000	충청남도 논산시 벌곡면	127.291	36.181
4423039000	충청남도 논산시 양촌면	127.238	36.145
4423040000	충청남도 논산시 가야곡면	127.166	36.133
4423041000	충청남도 논산시 은진면	127.104	36.164
4423042000	충청남도 논산시 채운면	127.052	36.161
4423051000	충청남도 논산시 취암동	127.105	36.193
4423052000	충청남도 논산시 부창동	127.076	36.195
4425000000	충청남도 계룡시	127.225	36.291
4425031000	충청남도 계룡시 두마면	127.261	36.254
4425031500	충청남도 계룡시 엄사면	127.219	36.276
4425032000	충청남도 계룡시 남선면	127.231	36.32
4425033000	충청남도 계룡시 신도안면	127.231	36.32
4425051000	충청남도 계룡시 금암동	127.252	36.271
4427000000	충청남도 당진시	126.646	36.907
4427025000	충청남도 당진시 합덕읍	126.795	36.79
4427025300	충청남도 당진시 송악읍	126.752	36.925
4427031000	충청남도 당진시 고대면	126.586	36.939
4427032000	충청남도 당진시 석문면	126.538	37.009
4427033000	충청남도 당진시 대호지면	126.519	36.917
4427034000	충청남도 당진시 정미면	126.573	36.864
4427035000	충청남도 당진시 면천면	126.654	36.818
4427036000	충청남도 당진시 순성면	126.715	36.848
4427037000	충청남도 당진시 우강면	126.802	36.832
4427038000	충청남도 당진시 신평면	126.78	36.886
4427039000	충청남도 당진시 송산면	126.678	36.953
4427051000	충청남도 당진시 당진1동	126.643	36.892
4427052000	충청남도 당진시 당진2동	126.633	36.863
4427053000	충청남도 당진시 당진3동	126.653	36.906
4471000000	충청남도 금산군	127.47	36.125
4471025000	충청남도 금산군 금산읍	127.469	36.095
4471031000	충청남도 금산군 금성면	127.466	36.14
4471032000	충청남도 금산군 제원면	127.555	36.132
4471033000	충청남도 금산군 부리면	127.573	36.052
4471034000	충청남도 금산군 군북면	127.526	36.169
4471035000	충청남도 금산군 남일면	127.508	36.038
4471036000	충청남도 금산군 남이면	127.438	36.043
4471037000	충청남도 금산군 진산면	127.357	36.149
4471038000	충청남도 금산군 복수면	127.387	36.211
4471039000	충청남도 금산군 추부면	127.492	36.205
4473000000	충청남도 연기군	127.275	36.536
4473011000	충청남도 연기군 조치원읍	127.286	36.608
4473025000	충청남도 연기군 조치원읍	127.286	36.608
4473031000	충청남도 연기군 동면	127.327	36.551
4473032000	충청남도 연기군 서면	127.24	36.584
4473032500	충청남도 연기군 서면봉암출장소	127.275	36.551
4473033000	충청남도 연기군 남면	127.294	36.508
4473033500	충청남도 연기군 남면첫마을출장소	127.279	36.544
4473034000	충청남도 연기군 금남면	127.314	36.463
4473035000	충청남도 연기군 전의면	127.18	36.655
4473036000	충청남도 연기군 전동면	127.249	36.656
4473037000	충청남도 연기군 소정면	127.169	36.711
4476000000	충청남도 부여군	126.871	36.228
4476025000	충청남도 부여군 부여읍	126.935	36.284
4476031000	충청남도 부여군 규암면	126.864	36.283
4476032000	충청남도 부여군 은산면	126.812	36.329
4476033000	충청남도 부여군 외산면	126.722	36.319
4476034000	충청남도 부여군 내산면	126.76	36.281
4476035000	충청남도 부여군 구룡면	126.821	36.26
4476036000	충청남도 부여군 홍산면	126.765	36.232
4476037000	충청남도 부여군 옥산면	126.723	36.206
4476038000	충청남도 부여군 남면	126.805	36.214
4476039000	충청남도 부여군 충화면	126.815	36.169
4476040000	충청남도 부여군 양화면	126.857	36.115
4476041000	충청남도 부여군 임천면	126.889	36.184
4476042000	충청남도 부여군 장암면	126.934	36.226
4476043000	충청남도 부여군 세도면	126.955	36.182
4476044000	충청남도 부여군 석성면	127.002	36.234
4476045000	충청남도 부여군 초촌면	127.031	36.267
4477000000	충청남도 서천군	126.735	36.097
4477011000	충청남도 서천군 장항읍	126.689	36.022
4477025000	충청남도 서천군 장항읍	126.689	36.022
4477025300	충청남도 서천군 서천읍	126.696	36.086
4477031000	충청남도 서천군 마서면	126.699	36.045
4477032000	충청남도 서천군 화양면	126.792	36.052
4477033000	충청남도 서천군 기산면	126.765	36.077
4477034000	충청남도 서천군 한산면	126.815	36.089
4477035000	충청남도 서천군 마산면	126.786	36.139
4477036000	충청남도 서천군 시초면	126.761	36.12
4477037000	충청남도 서천군 문산면	126.743	36.147
4477038000	충청남도 서천군 판교면	126.678	36.156
4477039000	충청남도 서천군 종천면	126.655	36.106
4477040000	충청남도 서천군 비인면	126.609	36.136
4477041000	충청남도 서천군 서면	126.553	36.162
4479000000	충청남도 청양군	126.848	36.443
4479025000	충청남도 청양군 청양읍	126.784	36.449
4479031000	충청남도 청양군 운곡면	126.857	36.523
4479032000	충청남도 청양군 대치면	126.857	36.446
4479033000	충청남도 청양군 정산면	126.929	36.421
4479034000	충청남도 청양군 목면	126.999	36.414
4479035000	충청남도 청양군 청남면	126.952	36.349
4479036000	충청남도 청양군 장평면	126.883	36.368
4479037000	충청남도 청양군 남양면	126.767	36.392
4479038000	충청남도 청양군 화성면	126.72	36.438
4479039000	충청남도 청양군 비봉면	126.782	36.495
4480000000	충청남도 홍성군	126.602	36.566
4480025000	충청남도 홍성군 홍성읍	126.663	36.591
4480025300	충청남도 홍성군 광천읍	126.637	36.505
4480025600	충청남도 홍성군 홍북읍	126.665	36.641
4480031000	충청남도 홍성군 홍북면	126.665	36.641
4480032000	충청남도 홍성군 금마면	126.733	36.611
4480033000	충청남도 홍성군 홍동면	126.701	36.556
4480034000	충청남도 홍성군 장곡면	126.708	36.502
4480035000	충청남도 홍성군 은하면	126.586	36.524
4480036000	충청남도 홍성군 결성면	126.549	36.549
4480037000	충청남도 홍성군 서부면	126.494	36.568
4480038000	충청남도 홍성군 갈산면	126.526	36.622
4480039000	충청남도 홍성군 구항면	126.609	36.577
4481000000	충청남도 예산군	126.85	36.665
4481025000	충청남도 예산군 예산읍	126.859	36.706
4481025300	충청남도 예산군 삽교읍	126.72	36.696
4481031000	충청남도 예산군 대술면	126.913	36.663
4481032000	충청남도 예산군 신양면	126.874	36.608
4481033000	충청남도 예산군 광시면	126.797	36.567
4481034000	충청남도 예산군 대흥면	126.832	36.632
4481035000	충청남도 예산군 응봉면	126.782	36.645
4481036000	충청남도 예산군 덕산면	126.631	36.677
4481037000	충청남도 예산군 봉산면	126.666	36.749
4481038000	충청남도 예산군 고덕면	126.729	36.756
4481039000	충청남도 예산군 신암면	126.808	36.747
4481040000	충청남도 예산군 오가면	126.793	36.692
4482500000	충청남도 태안군	126.243	36.782
4482525000	충청남도 태안군 태안읍	126.311	36.746
4482525300	충청남도 태안군 안면읍	126.361	36.525
4482531000	충청남도 태안군 고남면	126.39	36.432
4482532000	충청남도 태안군 남면	126.318	36.656
4482533000	충청남도 태안군 근흥면	126.232	36.717
4482534000	충청남도 태안군 소원면	126.18	36.778
4482535000	충청남도 태안군 원북면	126.221	36.842
4482536000	충청남도 태안군 이원면	126.299	36.905
4483000000	충청남도 당진군	126.646	36.907
4483025000	충청남도 당진군 당진읍	126.643	36.892
4483025300	충청남도 당진군 합덕읍	126.795	36.79
4483025600	충청남도 당진군 송악읍	126.752	36.925
4483031000	충청남도 당진군 고대면	126.586	36.939
4483032000	충청남도 당진군 석문면	126.538	37.009
4483033000	충청남도 당진군 대호지면	126.519	36.917
4483034000	충청남도 당진군 정미면	126.573	36.864
4483035000	충청남도 당진군 면천면	126.654	36.818
4483036000	충청남도 당진군 순성면	126.715	36.848
4483037000	충청남도 당진군 우강면	126.802	36.832
4483038000	충청남도 당진군 신평면	126.78	36.886
4483039000	충청남도 당진군 송악면	126.752	36.925
4483040000	충청남도 당진군 송산면	126.678	36.953
4500000000	전라북도	127.156	35.736
4511100000	전라북도 전주시 완산구	127.133	35.787
4511151000	전라북도 전주시 완산구 중앙동	127.141	35.82
4511153000	전라북도 전주시 완산구 풍남동	127.158	35.815
4511157000	전라북도 전주시 완산구 교동	127.158	35.815
4511158500	전라북도 전주시 완산구 태평동	127.141	35.82
4511160000	전라북도 전주시 완산구 중노송1동	127.153	35.824
4511160500	전라북도 전주시 완산구 노송동	127.153	35.824
4511161000	전라북도 전주시 완산구 중노송2동	127.151	35.825
4511162000	전라북도 전주시 완산구 남노송동	127.153	35.824
4511163000	전라북도 전주시 완산구 동완산동	127.134	35.808
4511163500	전라북도 전주시 완산구 완산동	127.134	35.808
4511164000	전라북도 전주시 완산구 서완산동	127.134	35.808
4511165000	전라북도 전주시 완산구 동서학동	127.185	35.792
4511166000	전라북도 전주시 완산구 서서학동	127.151	35.795
4511167100	전라북도 전주시 완산구 중화산1동	127.131	35.814
4511167200	전라북도 전주시 완산구 중화산2동	127.121	35.819
4511168000	전라북도 전주시 완산구 서신동	127.115	35.835
4511169100	전라북도 전주시 완산구 평화1동	127.142	35.792
4511169200	전라북도 전주시 완산구 평화2동	127.13	35.775
4511170100	전라북도 전주시 완산구 삼천1동	127.127	35.8
4511170200	전라북도 전주시 완산구 삼천2동	127.123	35.795
4511170300	전라북도 전주시 완산구 삼천3동	127.085	35.769
4511171100	전라북도 전주시 완산구 효자1동	127.132	35.805
4511171200	전라북도 전주시 완산구 효자2동	127.12	35.809
4511171300	전라북도 전주시 완산구 효자3동	127.113	35.806
4511171400	전라북도 전주시 완산구 효자4동	127.09	35.817
4511173000	전라북도 전주시 완산구 효자5동	127.093	35.827
4511300000	전라북도 전주시 덕진구	127.125	35.852
4511351000	전라북도 전주시 덕진구 서노송동	127.153	35.824
4511352000	전라북도 전주시 덕진구 진북1동	127.132	35.826
4511352500	전라북도 전주시 덕진구 진북동	127.132	35.826
4511353000	전라북도 전주시 덕진구 진북2동	127.132	35.826
4511354000	전라북도 전주시 덕진구 인후1동	127.155	35.837
4511355000	전라북도 전주시 덕진구 인후2동	127.148	35.84
4511356000	전라북도 전주시 덕진구 인후3동	127.164	35.828
4511357000	전라북도 전주시 덕진구 덕진동	127.131	35.851
4511358000	전라북도 전주시 덕진구 금암1동	127.133	35.838
4511359000	전라북도 전주시 덕진구 금암2동	127.142	35.843
4511360000	전라북도 전주시 덕진구 팔복동	127.1	35.856
4511361100	전라북도 전주시 덕진구 우아1동	127.159	35.851
4511361200	전라북도 전주시 덕진구 우아2동	127.189	35.83
4511362000	전라북도 전주시 덕진구 호성동	127.148	35.876
4511364100	전라북도 전주시 덕진구 송천1동	127.132	35.866
4511364200	전라북도 전주시 덕진구 송천2동	127.113	35.876
4511365000	전라북도 전주시 덕진구 조촌동	127.041	35.875
4511366000	전라북도 전주시 덕진구 동산동	127.062	35.862
4511366500	전라북도 전주시 덕진구 여의동	127.062	35.862
4511367000	전라북도 전주시 덕진구 혁신동	127.062	35.831
4513000000	전라북도 군산시	126.713	35.971
4513025000	전라북도 군산시 옥구읍	126.69	35.913
4513031000	전라북도 군산시 옥산면	126.742	35.937
4513032000	전라북도 군산시 회현면	126.767	35.912
4513033000	전라북도 군산시 임피면	126.846	35.978
4513034000	전라북도 군산시 서수면	126.881	36.003
4513035000	전라북도 군산시 대야면	126.843	35.942
4513036000	전라북도 군산시 개정면	126.787	35.962
4513037000	전라북도 군산시 성산면	126.797	36.001
4513038000	전라북도 군산시 나포면	126.829	36.026
4513039000	전라북도 군산시 옥도면	126.427	35.802
4513040000	전라북도 군산시 옥서면	126.63	35.915
4513051500	전라북도 군산시 해신동	126.699	35.991
4513053000	전라북도 군산시 월명동	126.714	35.988
4513054000	전라북도 군산시 오룡동	126.71	35.979
4513055000	전라북도 군산시 신풍동	126.7	35.977
4513056000	전라북도 군산시 삼학동	126.71	35.979
4513057000	전라북도 군산시 선양동	126.714	35.988
4513060500	전라북도 군산시 중앙동	126.724	35.989
4513061500	전라북도 군산시 중미동	126.72	35.976
4513064000	전라북도 군산시 흥남동	126.72	35.976
4513065000	전라북도 군산시 조촌동	126.738	35.971
4513066000	전라북도 군산시 경암동	126.733	35.986
4513067000	전라북도 군산시 구암동	126.749	35.995
4513068000	전라북도 군산시 개정동	126.755	35.968
4513069000	전라북도 군산시 수송동	126.717	35.958
4513070100	전라북도 군산시 나운1동	126.696	35.97
4513070200	전라북도 군산시 나운2동	126.705	35.965
4513070300	전라북도 군산시 나운3동	126.685	35.947
4513071000	전라북도 군산시 소룡동	126.564	35.962
4513072000	전라북도 군산시 미성동	126.628	35.953
4514000000	전라북도 익산시	127.006	36.019
4514025000	전라북도 익산시 함열읍	126.967	36.06
4514031000	전라북도 익산시 오산면	126.906	35.944
4514032000	전라북도 익산시 황등면	126.94	36.024
4514033000	전라북도 익산시 함라면	126.899	36.041
4514034000	전라북도 익산시 웅포면	126.894	36.092
4514035000	전라북도 익산시 성당면	126.926	36.1
4514036000	전라북도 익산시 용안면	126.958	36.12
4514037000	전라북도 익산시 낭산면	127.023	36.063
4514038000	전라북도 익산시 망성면	127.039	36.112
4514039000	전라북도 익산시 여산면	127.099	36.051
4514040000	전라북도 익산시 금마면	127.037	36.009
4514041000	전라북도 익산시 왕궁면	127.08	35.973
4514042000	전라북도 익산시 춘포면	127.027	35.927
4514043000	전라북도 익산시 삼기면	126.992	36.018
4514044000	전라북도 익산시 용동면	127.0	36.109
4514052000	전라북도 익산시 중앙동	126.949	35.939
4514053000	전라북도 익산시 평화동	126.928	35.924
4514056000	전라북도 익산시 인화동	126.949	35.925
4514057000	전라북도 익산시 동산동	126.969	35.916
4514058000	전라북도 익산시 마동	126.963	35.941
4514059500	전라북도 익산시 남중동	126.956	35.948
4514061000	전라북도 익산시 모현동	126.942	35.953
4514062000	전라북도 익산시 송학동	126.935	35.941
4514064500	전라북도 익산시 영등동	126.972	35.953
4514064600	전라북도 익산시 영등1동	126.972	35.953
4514064700	전라북도 익산시 영등2동	126.972	35.967
4514065200	전라북도 익산시 어양동	126.984	35.96
4514065600	전라북도 익산시 신동	126.945	35.972
4514067000	전라북도 익산시 팔봉동	127.012	35.96
4514069000	전라북도 익산시 삼성동	126.984	35.978
4518000000	전라북도 정읍시	126.908	35.61
4518025000	전라북도 정읍시 신태인읍	126.879	35.701
4518031000	전라북도 정읍시 북면	126.907	35.599
4518032000	전라북도 정읍시 입암면	126.8	35.506
4518033000	전라북도 정읍시 소성면	126.785	35.553
4518034000	전라북도 정읍시 고부면	126.76	35.603
4518035000	전라북도 정읍시 영원면	126.769	35.655
4518036000	전라북도 정읍시 덕천면	126.826	35.63
4518037000	전라북도 정읍시 이평면	126.829	35.669
4518038000	전라북도 정읍시 정우면	126.891	35.646
4518039000	전라북도 정읍시 태인면	126.936	35.647
4518040000	전라북도 정읍시 감곡면	126.905	35.722
4518041000	전라북도 정읍시 옹동면	126.986	35.651
4518042000	전라북도 정읍시 칠보면	126.967	35.578
4518043000	전라북도 정읍시 산내면	127.034	35.551
4518044000	전라북도 정읍시 산외면	127.053	35.629
4518051000	전라북도 정읍시 수성동	126.86	35.585
4518052000	전라북도 정읍시 장명동	126.88	35.57
4518053500	전라북도 정읍시 내장상동	126.903	35.522
4518054500	전라북도 정읍시 시기동	126.856	35.564
4518056000	전라북도 정읍시 시기3동	126.854	35.556
4518056500	전라북도 정읍시 초산동	126.854	35.556
4518057000	전라북도 정읍시 연지동	126.843	35.572
4518058000	전라북도 정읍시 농소동	126.829	35.595
4518059500	전라북도 정읍시 상교동	126.852	35.52
4519000000	전라북도 남원시	127.48	35.432
4519025000	전라북도 남원시 운봉읍	127.539	35.425
4519031000	전라북도 남원시 주천면	127.456	35.382
4519032000	전라북도 남원시 수지면	127.369	35.334
4519033000	전라북도 남원시 송동면	127.339	35.35
4519034000	전라북도 남원시 주생면	127.302	35.382
4519035000	전라북도 남원시 금지면	127.279	35.339
4519036000	전라북도 남원시 대강면	127.233	35.371
4519037000	전라북도 남원시 대산면	127.322	35.428
4519038000	전라북도 남원시 사매면	127.351	35.478
4519039000	전라북도 남원시 덕과면	127.365	35.523
4519040000	전라북도 남원시 보절면	127.427	35.511
4519041000	전라북도 남원시 산동면	127.481	35.502
4519042000	전라북도 남원시 이백면	127.458	35.431
4519045000	전라북도 남원시 아영면	127.599	35.508
4519046000	전라북도 남원시 산내면	127.587	35.38
4519047000	전라북도 남원시 인월면	127.607	35.463
4519051000	전라북도 남원시 동충동	127.384	35.412
4519052000	전라북도 남원시 죽항동	127.383	35.407
4519054000	전라북도 남원시 노암동	127.388	35.396
4519055000	전라북도 남원시 금동	127.366	35.398
4519056000	전라북도 남원시 왕정동	127.359	35.411
4519057000	전라북도 남원시 향교동	127.372	35.44
4519059000	전라북도 남원시 도통동	127.412	35.44
4521000000	전라북도 김제시	126.912	35.793
4521025000	전라북도 김제시 만경읍	126.818	35.867
4521032000	전라북도 김제시 죽산면	126.812	35.769
4521033000	전라북도 김제시 백산면	126.9	35.846
4521034000	전라북도 김제시 용지면	126.973	35.847
4521035000	전라북도 김제시 백구면	126.963	35.889
4521036000	전라북도 김제시 부량면	126.844	35.738
4521038000	전라북도 김제시 공덕면	126.901	35.886
4521039000	전라북도 김제시 청하면	126.85	35.89
4521040000	전라북도 김제시 성덕면	126.816	35.822
4521041000	전라북도 김제시 진봉면	126.752	35.848
4521042000	전라북도 김제시 금구면	127.025	35.782
4521043000	전라북도 김제시 봉남면	126.951	35.745
4521044000	전라북도 김제시 황산면	126.963	35.789
4521045000	전라북도 김제시 금산면	127.026	35.713
4521046000	전라북도 김제시 광활면	126.749	35.827
4521051000	전라북도 김제시 요촌동	126.894	35.82
4521052000	전라북도 김제시 신풍동	126.922	35.774
4521054000	전라북도 김제시 검산동	126.923	35.817
4521056500	전라북도 김제시 교동월촌동	126.865	35.786
4521058000	전라북도 김제시 교월동	126.865	35.786
4571000000	전라북도 완주군	127.245	35.875
4571025000	전라북도 완주군 삼례읍	127.08	35.916
4571025300	전라북도 완주군 봉동읍	127.142	35.95
4571025600	전라북도 완주군 용진읍	127.181	35.897
4571031000	전라북도 완주군 용진면	127.181	35.897
4571032000	전라북도 완주군 상관면	127.217	35.755
4571033000	전라북도 완주군 이서면	127.024	35.828
4571034000	전라북도 완주군 소양면	127.253	35.859
4571035000	전라북도 완주군 구이면	127.1	35.701
4571036000	전라북도 완주군 고산면	127.22	35.968
4571037000	전라북도 완주군 비봉면	127.166	36.009
4571038000	전라북도 완주군 운주면	127.329	36.06
4571039000	전라북도 완주군 화산면	127.205	36.047
4571040000	전라북도 완주군 동상면	127.298	35.935
4571041000	전라북도 완주군 경천면	127.283	36.039
4572000000	전라북도 진안군	127.457	35.823
4572025000	전라북도 진안군 진안읍	127.439	35.778
4572031000	전라북도 진안군 용담면	127.486	35.947
4572032000	전라북도 진안군 안천면	127.552	35.905
4572033000	전라북도 진안군 동향면	127.574	35.837
4572034000	전라북도 진안군 상전면	127.5	35.844
4572035000	전라북도 진안군 백운면	127.415	35.676
4572036000	전라북도 진안군 성수면	127.318	35.727
4572037000	전라북도 진안군 마령면	127.372	35.74
4572038000	전라북도 진안군 부귀면	127.374	35.844
4572039000	전라북도 진안군 정천면	127.436	35.882
4572040000	전라북도 진안군 주천면	127.397	35.97
4573000000	전라북도 무주군	127.716	35.928
4573025000	전라북도 무주군 무주읍	127.663	36.012
4573031000	전라북도 무주군 무풍면	127.845	35.925
4573032000	전라북도 무주군 설천면	127.78	35.938
4573033000	전라북도 무주군 적상면	127.665	35.936
4573034000	전라북도 무주군 안성면	127.681	35.84
4573035000	전라북도 무주군 부남면	127.565	35.958
4574000000	전라북도 장수군	127.55	35.654
4574025000	전라북도 장수군 장수읍	127.525	35.62
4574031000	전라북도 장수군 산서면	127.412	35.584
4574032000	전라북도 장수군 번암면	127.514	35.556
4574033500	전라북도 장수군 장계면	127.631	35.71
4574034000	전라북도 장수군 천천면	127.527	35.737
4574035000	전라북도 장수군 계남면	127.577	35.69
4574036000	전라북도 장수군 계북면	127.635	35.794
4575000000	전라북도 임실군	127.261	35.618
4575025000	전라북도 임실군 임실읍	127.268	35.589
4575031000	전라북도 임실군 청웅면	127.219	35.56
4575032000	전라북도 임실군 운암면	127.159	35.614
4575033000	전라북도 임실군 신평면	127.233	35.647
4575034000	전라북도 임실군 성수면	127.37	35.623
4575035500	전라북도 임실군 오수면	127.329	35.539
4575036000	전라북도 임실군 신덕면	127.185	35.692
4575037000	전라북도 임실군 삼계면	127.261	35.512
4575038000	전라북도 임실군 관촌면	127.273	35.708
4575039000	전라북도 임실군 강진면	127.141	35.544
4575040000	전라북도 임실군 덕치면	127.172	35.498
4575041000	전라북도 임실군 지사면	127.358	35.579
4577000000	전라북도 순창군	127.171	35.428
4577025000	전라북도 순창군 순창읍	127.131	35.372
4577031000	전라북도 순창군 인계면	127.149	35.421
4577032000	전라북도 순창군 동계면	127.256	35.455
4577033000	전라북도 순창군 풍산면	127.143	35.331
4577034000	전라북도 순창군 금과면	127.084	35.334
4577035000	전라북도 순창군 팔덕면	127.074	35.39
4577036000	전라북도 순창군 쌍치면	126.993	35.507
4577037000	전라북도 순창군 복흥면	126.948	35.445
4577038000	전라북도 순창군 적성면	127.213	35.431
4577039000	전라북도 순창군 유등면	127.185	35.374
4577040000	전라북도 순창군 구림면	127.09	35.461
4579000000	전라북도 고창군	126.59	35.438
4579025000	전라북도 고창군 고창읍	126.712	35.43
4579031000	전라북도 고창군 고수면	126.693	35.389
4579032000	전라북도 고창군 아산면	126.616	35.464
